-74.934	40.071
-101.474	38.704
-151.696	59.949
-86.77	34.865
-91.255	35.609
-97.818	34.943
-112.165	34.306
-116.885	35.355
-121.763	39.427
-116.46	32.727
-104.344	40.622
-82.219	28.646
-82.345	28.847
-80.969	27.231
-84.068	33.768
-84.738	33.889
-155.98	19.833
-116.214	48.145
-101.396	39.724
-87.123	41.645
-89.56	41.978
-87.261	41.511
-89.123	40.026
-94.93	38.728
-84.62	37.409
-90.981	30.192
-89.706	39.665
-92.429	30.136
-75.754	38.757
-86.417	43.949
-95.7	46.3
-94.412	37.203
-110.525	45.675
-75.185	39.473
-78.371	36.085
-74.475	40.521
-73.37	44.812
-77.5	42.9
-84.142	41.59
-84.187	39.745
-96.218	36.199
-123.13	44.933
-75.747	39.949
-80.211	41.3
-77.365	40.378
-122.086	44.181
-80.267	34.009
-96.499	44.809
-97.306	32.827
-97.189	32.848
-85.954	35.516
-97.242	32.608
-94.98	29.738
-112.822	37.248
-78.999	36.576
-80.499	36.663
-117.442	46.673
-122.772	47.178
-89.05	44.304
-117.249	46.25
-79.866	38.829
-106.224	42.84
-101.934	33.033
-152.27	62.944
-149.446	60.106
-86.514	32.946
-94.355	34.047
-111.865	34.608
-85.775	43.342
-117.37	34.368
-120.734	38.8
-118.154	34.038
-106.246	39.245
-72.728	41.627
-81.144	28.589
-81.37	28.667
-81.159	28.782
-84.979	32.479
-82.771	32.674
-90.741	41.661
-112.032	42.608
-86.507	39.885
-87.66	40.459
-85.696	40.131
-90.318	39.016
-81.906	30.686
-97.586	37.036
-97.003	38.541
-88.647	37.052
-91.774	32.639
-89.464	38.126
-91.077	30.706
-71.18	42.625
-76.456	38.999
-68.5	46.779
-83.68	43.049
-92.557	47.9
-90.484	38.642
-114.88	48.789
-77.581	34.475
-100.653	40.844
-72.087	43.644
-74.137	40.742
-104.54	33.009
-119.027	38.764
-73.937	41.692
-82.802	40.731
-98.636	35.294
-121.045	43.119
-80.051	40.656
-77.739	40.931
-76.03	41.596
-81.253	35.032
-97.116	32.694
-96.428	32.738
-89.731	34.996
-97.325	32.728
-95.402	29.012
-96.877	32.388
-115.634	38.852
-109.396	38.308
-77.925	39.125
-123.812	46.663
-90.389	44.01
-122.685	48.213
-122.211	47.518
-104.811	44.347
-97.853	30.007
-95.745	32.02
-149.913	61.506
-150.098	61.877
-87.764	30.372
-92.444	34.822
-109.937	32.376
-118.129	33.583
-90.524	34.13
-119.059	34.761
-106.047	37.643
-72.445	41.92
-81.875	28.527
-86.636	30.951
-86.119	30.643
-83.429	34.203
-84.924	34.175
-157.951	21.362
-93.878	42.056
-115.305	44.556
-86.211	40.062
-85.541	40.209
-87.957	42.275
-96.055	39.222
-83.443	38.181
-84.906	38.19
-93.66	32.531
-91.919	30.148
-70.927	41.42
-76.71	38.673
-70.931	43.537
-85.148	43.157
-96.192	48.683
-91.034	39.05
-90.847	34.1
-111.743	47.237
-93.797	36.654
-80.598	35.54
-96.905	41.075
-71.219	44.657
-74.467	40.557
-118.598	41.303
-75.656	43.133
-83.083	41.376
-80.565	41.802
-97.525	35.458
-95.308	34.811
-121.316	45.681
-77.557	40.404
-79.77	40.438
-75.455	40.07
-66.367	18.453
-77.23	41.901
-81.225	32.758
-112.982	45.769
-95.876	28.722
-96.864	32.395
-86.584	35.781
-97.37	32.748
-101.923	33.37
-113.843	41.366
-77.857	38.436
-82.117	36.639
-122.094	47.152
-92.656	45.032
-119.319	48.746
-95.883	33.591
-97.663	30.148
-149.285	61.556
-151.133	60.727
-86.047	34.663
-92.788	34.358
-110.084	31.433
-117.007	32.779
-104.744	40.213
-81.408	27.353
-85.731	30.829
-80.187	26.684
-81.858	32.562
-83.018	39.644
-92.461	41.582
-116.533	44.794
-87.779	37.962
-87.817	41.402
-86.012	40.18
-90.173	38.905
-95.264	39.865
-87.541	37.792
-91.128	30.2
-91.708	32.159
-69.89	44.321
-72.552	42.393
-76.346	39.518
-70.627	44.084
-83.862	43.551
-95.225	43.625
-93.132	37.884
-90.883	32.319
-111.717	47.267
-94.412	38.493
169.852	11.222
-77.904	34.104
-97.829	48.626
-99.331	41.546
-71.124	42.815
-74.41	40.669
-115.298	40.584
-72.717	40.958
-83.017	41.418
-81.6	41.42
-96.161	36.041
-117.484	45.855
-75.466	40.163
-76.181	41.067
-94.922	39.066
-77.906	40.85
-122.229	45.402
-78.662	33.865
-96.5	30.263
-98.67	27.491
-83.579	35.923
-100.438	31.46
-95.932	29.632
-95.305	29.581
-109.986	37.121
-77.58	38.665
-117.372	47.408
-88.884	44.029
-120.67	45.875
-100.754	31.318
-150.811	60.536
-85.967	33.626
-92.586	34.574
-109.561	36.147
-117.675	34.564
-116.441	33.082
-73.052	41.755
-98.525	32.099
-80.515	25.559
-82.337	27.929
-81.222	29.239
-83.189	39.911
-92.055	41.088
-116.537	43.878
-84.994	41.131
-89.007	40.638
-85.113	41.701
-88.569	40.179
-95.22	38.979
-85.789	37.135
-90.702	30.051
-88.288	42.136
-91.105	30.446
-71.141	42.811
-75.821	39.518
-69.894	44.667
-84.628	42.535
-94.687	47.986
-91.451	39.301
-90.837	32.94
-106.488	47.137
-78.782	35.739
-101.299	41.16
-75.233	39.597
-115.665	35.756
-73.696	42.262
-123.086	45.531
-81.101	41.248
-97.079	36.115
-120.201	44.75
-75.229	39.879
-75.63	40.031
-82.607	34.841
-101.243	44.993
-97.745	30.27
-95.391	29.7
-82.679	36.183
-97.606	30.553
-99.546	29.713
-97.369	31.733
-110.795	37.008
-106.174	38.099
-82.078	36.898
-77.212	37.714
-72.264	44.401
-92.895	46.023
-117.437	47.582
-88.017	42.523
-119.639	46.958
-79.956	39.654
-98.403	33.284
-97.143	32.582
-149.188	61.668
-85.65	31.231
-93.57	36.001
-114.634	32.683
-67.932	47.159
-118.714	34.138
-122.391	38.611
-104.984	40.215
-73.116	41.774
-86.218	30.919
-80.139	25.961
-81.408	26.523
-84.714	32.071
-93.068	43.138
-114.836	45.914
-84.997	41.029
-88.017	41.157
-86.504	39.642
-89.264	39.726
-95.959	37.266
-84.407	37.536
-91.698	32.265
-87.936	41.749
-92.476	31.252
-97.214	34.72
-70.912	42.691
-76.205	39.25
-67.559	44.657
-92.23	47.518
-89.68	36.43
-90.168	32.319
-111.152	45.815
-78.291	34.008
-98.309	41.722
-70.951	42.924
-74.032	40.714
-114.088	39.031
-76.09	43.552
-81.963	41.288
-97.567	35.853
-117.351	45.442
-75.178	39.955
-76.858	40.3
-77.862	40.143
-123.242	45.852
-96.265	29.809
-97.791	30.722
-89.553	35.557
-97.359	33.129
-97.405	32.129
-110.316	37.034
-105.552	37.411
-78.419	37.224
-73.087	45.013
-117.414	47.648
-88.746	42.651
-118.048	48.702
-101.971	35.864
-91.543	33.079
-95.439	46.304
-150.814	60.54
-149.575	61.628
-85.972	31.388
-92.185	35.544
-111.751	33.288
-68.805	44.907
-116.834	34.871
-118.289	35.157
-103.691	37.388
-80.329	26.908
-81.885	28.642
-82.804	27.953
-84.162	33.753
-86.691	38.433
-91.834	41.841
-116.359	43.463
-88.87	41.599
-87.304	39.283
-91.274	40.546
-97.372	37.696
-83.345	37.526
-90.028	29.846
-88.497	41.874
-91.32	30.708
-71.609	42.691
-76.546	39.291
-70.844	44.415
-84.391	42.251
-92.417	47.652
-94.804	39.231
-112.109	48.558
-74.392	41.432
-78.93	34.827
-101.669	46.749
-95.862	40.68
-70.973	42.928
-75.0	39.95
-114.15	39.098
-76.438	42.837
-80.657	41.115
-80.591	41.51
-84.382	39.735
-94.834	36.542
-123.08	45.465
-78.288	41.996
-76.773	40.383
-79.921	40.402
-96.246	29.942
-97.253	37.584
-97.117	30.909
-95.027	30.313
-86.957	35.697
-96.179	32.121
-100.202	30.86
-95.812	30.058
-78.855	38.249
-117.198	47.686
-92.45	45.663
-122.553	46.925
-97.044	33.325
-96.161	45.83
-149.955	61.696
-85.979	31.125
-92.8	35.194
-112.069	33.567
-68.57	44.448
-119.451	35.139
-121.771	39.498
-104.427	39.264
-72.25	41.453
-82.724	43.064
-80.275	25.325
-83.284	30.418
-81.859	26.605
-83.763	33.675
-86.446	39.059
-113.305	42.278
-85.641	39.011
-85.914	39.574
-98.052	41.113
-96.937	37.734
-85.693	38.081
-90.184	29.937
-91.989	32.518
-70.71	41.917
-77.052	39.608
-70.339	43.738
-85.024	43.864
-95.91	44.055
-93.624	38.656
-106.528	48.421
-77.004	40.017
-80.751	34.833
-72.064	43.176
-73.995	40.794
-114.053	39.102
-74.765	42.666
-81.684	39.937
-99.034	34.633
-122.62	45.422
-78.125	40.999
-99.36	39.773
-95.345	29.241
-97.513	27.721
-84.241	35.569
-97.573	30.625
-96.448	33.184
-112.447	41.717
-78.783	36.82
-72.915	44.447
-117.424	47.652
-88.392	42.965
-97.214	29.906
-97.392	32.542
-93.597	46.956
-149.724	61.57
-87.755	30.244
-90.19	35.142
-111.839	33.418
-69.887	44.0
-120.827	38.695
-120.554	37.86
-119.306	36.172
-104.041	38.732
-73.093	41.896
-96.233	34.532
-81.484	26.58
-80.773	27.363
-81.329	27.084
-81.526	40.111
-81.286	31.426
-116.777	43.569
-85.426	41.645
-89.794	41.577
-85.831	41.223
-89.203	37.978
-97.58	39.035
-87.947	37.628
-84.626	36.973
-90.183	29.953
-88.489	41.075
-92.024	30.404
-71.496	42.294
-76.61	39.388
-70.345	44.814
-84.537	42.734
-93.054	47.669
-94.284	37.396
-89.868	34.662
-108.81	47.066
-76.329	40.292
-80.466	36.068
-102.098	47.323
-97.079	42.432
-71.136	44.061
-74.304	40.763
-74.506	41.368
-80.564	41.292
-95.258	34.931
-98.605	35.408
-121.117	42.839
-75.5	41.058
-76.281	40.046
-71.621	41.489
-98.258	29.978
-98.742	29.975
-86.474	35.299
-98.505	26.881
-97.747	32.858
-115.86	41.516
-79.75	37.554
-122.548	47.574
-90.355	43.044
-96.504	30.479
-95.777	29.108
-150.754	62.97
-149.847	61.589
-93.24	33.273
-110.04	31.925
-121.133	36.206
-121.057	39.114
-119.314	36.183
-103.653	38.056
-81.413	27.246
-82.087	28.671
-81.971	27.056
-83.671	31.121
-93.371	48.606
-92.409	41.746
